source_zip_path	source_sha256	evidence_register_row	evidence_id	register_original_filename_used	register_standardized_filename_used	original_output_path	standardized_output_path
01_ORIGINAL_EVIDENCE/Trade History/EVC-007_03_image-ac0b79efd1165b13.png	b4324dbc50f90ecb8f7082b1bfaf230e9401e964b0e5daba86f613207a9acb5c	130	EVC-007	Assets/image-ac0b79efd1165b13.png	Trade History/EVC-007_03_image-ac0b79efd1165b13.png	01_ORIGINAL_EVIDENCE/Trade History/image-ac0b79efd1165b13.png	04_Standardized_Evidence/Trade History/EVC-007_03_image-ac0b79efd1165b13.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-007_04_image-525ba283d6165a2f.png	6237bb55f8c1d4bb01b2ccf0366c1c0c8e9da417ca1f0922f1265c3047bebeaf	130	EVC-007	Assets/image-525ba283d6165a2f.png	Trade History/EVC-007_04_image-525ba283d6165a2f.png	01_ORIGINAL_EVIDENCE/Trade History/image-525ba283d6165a2f.png	04_Standardized_Evidence/Trade History/EVC-007_04_image-525ba283d6165a2f.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-007_05_image-8bbc2d9eb6d0993a.png	5b425bdfa9c0a152d5eb87c95f4134f3f8ff96eb5a05ec7ccfa965f068dcd65c	130	EVC-007	Assets/image-8bbc2d9eb6d0993a.png	Trade History/EVC-007_05_image-8bbc2d9eb6d0993a.png	01_ORIGINAL_EVIDENCE/Trade History/image-8bbc2d9eb6d0993a.png	04_Standardized_Evidence/Trade History/EVC-007_05_image-8bbc2d9eb6d0993a.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_01_image-7ce372636fe41498.png	e034687fc156f96f24e174185347ec47fa827916e2b776ca265b354dd1b3cbc2	136	EVC-013	Assets/image-7ce372636fe41498.png	Trade History/EVC-013_01_image-7ce372636fe41498.png	01_ORIGINAL_EVIDENCE/Trade History/image-7ce372636fe41498.png	04_Standardized_Evidence/Trade History/EVC-013_01_image-7ce372636fe41498.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_02_image-54b8727d0b2fb06e.png	db758c71efaa1f30312af4c31428fbe01b9bebee3a932b745a2eb2eb16c3dd57	136	EVC-013	Assets/image-54b8727d0b2fb06e.png	Trade History/EVC-013_02_image-54b8727d0b2fb06e.png	01_ORIGINAL_EVIDENCE/Trade History/image-54b8727d0b2fb06e.png	04_Standardized_Evidence/Trade History/EVC-013_02_image-54b8727d0b2fb06e.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_03_image-ff15991947d38402.png	2c30d037c56d7075861acf3407d2a9e622deabc4bd366bfa8a63c54e66d59cce	136	EVC-013	Assets/image-ff15991947d38402.png	Trade History/EVC-013_03_image-ff15991947d38402.png	01_ORIGINAL_EVIDENCE/Trade History/image-ff15991947d38402.png	04_Standardized_Evidence/Trade History/EVC-013_03_image-ff15991947d38402.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_04_image-82bea94596e90bc1.png	7820750c755dc2ff4a5811f1e9b63b89e2b9a1c4a0db794a62c54327ef8498fc	136	EVC-013	Assets/image-82bea94596e90bc1.png	Trade History/EVC-013_04_image-82bea94596e90bc1.png	01_ORIGINAL_EVIDENCE/Trade History/image-82bea94596e90bc1.png	04_Standardized_Evidence/Trade History/EVC-013_04_image-82bea94596e90bc1.png
01_ORIGINAL_EVIDENCE/Trade History/EVC-013_05_image-91ea74ac2cab894a.png	ed19aa7251458f6d3824b38b426f57ce79ce1949b26230c9847da849aec1d693	136	EVC-013	Assets/image-91ea74ac2cab894a.png	Trade History/EVC-013_05_image-91ea74ac2cab894a.png	01_ORIGINAL_EVIDENCE/Trade History/image-91ea74ac2cab894a.png	04_Standardized_Evidence/Trade History/EVC-013_05_image-91ea74ac2cab894a.png
01_ORIGINAL_EVIDENCE/Trade History/step10/03_all_related_market_yes_buyers.csv	f26e280f47ccc3de43c9612c2db70e7b08a8f59533a82c4220429a8de3d609a1	22	TRADE-001	03_all_related_market_yes_buyers.csv	TRADE-001_all_related_market_yes_buyers.csv	01_ORIGINAL_EVIDENCE/Trade History/step10/03_all_related_market_yes_buyers.csv	04_Standardized_Evidence/Trade History/step10/TRADE-001_all_related_market_yes_buyers.csv
01_ORIGINAL_EVIDENCE/Trade History/step10/04_cross_market_wallet_summary.csv	8b472b85b042717c639e071b34879d6a2dd52ae104ea5e4d5cde3bfc65e7772e	23	TRADE-002	04_cross_market_wallet_summary.csv	TRADE-002_cross_market_yes_buyer_wallet_summary.csv	01_ORIGINAL_EVIDENCE/Trade History/step10/04_cross_market_wallet_summary.csv	04_Standardized_Evidence/Trade History/step10/TRADE-002_cross_market_yes_buyer_wallet_summary.csv
01_ORIGINAL_EVIDENCE/Trade History/step10/04_user_activity_normalized.csv	795c1ab449f9f607dbe1e4fb34a32be879294e983b631d770a1696a5c185fdae	25	ACTIVITY-001	04_user_activity_normalized.csv	ACTIVITY-001_user_activity_normalized_target_market.csv	01_ORIGINAL_EVIDENCE/Trade History/step10/04_user_activity_normalized.csv	04_Standardized_Evidence/Trade History/step10/ACTIVITY-001_user_activity_normalized_target_market.csv
01_ORIGINAL_EVIDENCE/Trade History/step10/step10_redemption_outputs/06_wallet_redeem_summary.csv	d444000e8f14ef6e72fb7ce71a1d0037c468e5c24bfc5feac58e0e8decef9bf2	30	RED-002	06_wallet_redeem_summary.csv	RED-002_wallet_redeem_summary.csv	01_ORIGINAL_EVIDENCE/Trade History/step10/step10_redemption_outputs/06_wallet_redeem_summary.csv	04_Standardized_Evidence/Trade History/step10/step10_redemption_outputs/RED-002_wallet_redeem_summary.csv
01_ORIGINAL_EVIDENCE/Trade History/step10/step10_redemption_outputs/07_step10_redemption_summary.txt	da1a4886844a2f4c728d660f3caa4385499e9d13fbcafe3040b3bb2ff52c1e0d	29	RED-001	07_step10_redemption_summary.txt	RED-001_step10_redemption_summary.txt	01_ORIGINAL_EVIDENCE/Trade History/step10/step10_redemption_outputs/07_step10_redemption_summary.txt	04_Standardized_Evidence/Trade History/step10/step10_redemption_outputs/RED-001_step10_redemption_summary.txt
01_ORIGINAL_EVIDENCE/Trade History/step11A_and_step11B/step11B_outputs/00_step11B_run_summary.txt	cda5afd89f09afc468ed2e8b57f359de4edd90d715df54c065352e3c9b2d28b7	35	LINK-001	00_step11B_run_summary.txt	LINK-001_step11B_direct_transfer_screen_summary.txt	01_ORIGINAL_EVIDENCE/Trade History/step11A_and_step11B/step11B_outputs/00_step11B_run_summary.txt	04_Standardized_Evidence/Trade History/step11A_and_step11B/step11B_outputs/LINK-001_step11B_direct_transfer_screen_summary.txt
01_ORIGINAL_EVIDENCE/Trade History/step11C_polygon_shared_funder/step11C_outputs/00_step11C_run_summary.txt	c16d464c4e1a3007ef8996de90e1203a790d6fcf71a2af7de64b36b508109ade	36	LINK-002	00_step11C_run_summary.txt	LINK-002_step11C_shared_funder_screen_summary.txt	01_ORIGINAL_EVIDENCE/Trade History/step11C_polygon_shared_funder/step11C_outputs/00_step11C_run_summary.txt	04_Standardized_Evidence/Trade History/step11C_polygon_shared_funder/step11C_outputs/LINK-002_step11C_shared_funder_screen_summary.txt
01_ORIGINAL_EVIDENCE/Trade History/step11D_token_path_outputs.zip	80b47fc105fb10a2f13b3fef94d3188a97857a28f77745b3c65b69648aec93dd	34	TRACE-003	step11D_token_path_outputs.zip	TRACE-003_step11D_token_path_outputs.zip	01_ORIGINAL_EVIDENCE/Trade History/step11D_token_path_outputs.zip	04_Standardized_Evidence/Trade History/TRACE-003_step11D_token_path_outputs.zip
01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/00_step11E_run_summary.txt	919b6869b4a78cfe011c8595c0a463b5b99b0df17f29f7cb874284ee612f5bf2	37	LINK-003	00_step11E_run_summary.txt	LINK-003_step11E_yes_buyer_funding_summary.txt	01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/00_step11E_run_summary.txt	04_Standardized_Evidence/Trade History/step11E_yes_buyer_funding/step11E_outputs/LINK-003_step11E_yes_buyer_funding_summary.txt
01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/03_direct_uma_to_yes_buyer_funding_edges.csv	5de8f8b0bc2c7ce77d892a186bd8955315bb5e36262aa966c6e42e09ea5072ec	38	LINK-004	03_direct_uma_to_yes_buyer_funding_edges.csv	LINK-004_step11E_direct_uma_to_yes_buyer_funding_edges.csv	01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/03_direct_uma_to_yes_buyer_funding_edges.csv	04_Standardized_Evidence/Trade History/step11E_yes_buyer_funding/step11E_outputs/LINK-004_step11E_direct_uma_to_yes_buyer_funding_edges.csv
01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/04_common_funder_matches.csv	bf29b065388739b8bb0e567da594f4bd9416e76c09c264ba5ca98e364739de08	39	LINK-005	04_common_funder_matches.csv	LINK-005_step11E_common_funder_matches.csv	01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/04_common_funder_matches.csv	04_Standardized_Evidence/Trade History/step11E_yes_buyer_funding/step11E_outputs/LINK-005_step11E_common_funder_matches.csv
01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/05_common_funder_pair_edges.csv	85919b01aaa2246dc6508b37b4bd55830de29b40647c6b2488a0eda7eb3c8087	40	LINK-006	06_priority_yes_buyer_funding_leads.csv	LINK-006_step11E_priority_yes_buyer_funding_leads.csv	01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/06_priority_yes_buyer_funding_leads.csv	04_Standardized_Evidence/Trade History/step11E_yes_buyer_funding/step11E_outputs/LINK-006_step11E_priority_yes_buyer_funding_leads.csv
01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/06_priority_yes_buyer_funding_leads.csv	85919b01aaa2246dc6508b37b4bd55830de29b40647c6b2488a0eda7eb3c8087	40	LINK-006	06_priority_yes_buyer_funding_leads.csv	LINK-006_step11E_priority_yes_buyer_funding_leads.csv	01_ORIGINAL_EVIDENCE/Trade History/step11E_yes_buyer_funding/step11E_outputs/06_priority_yes_buyer_funding_leads.csv	04_Standardized_Evidence/Trade History/step11E_yes_buyer_funding/step11E_outputs/LINK-006_step11E_priority_yes_buyer_funding_leads.csv
01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/03_all_related_market_yes_buyers.csv	f26e280f47ccc3de43c9612c2db70e7b08a8f59533a82c4220429a8de3d609a1	22	TRADE-001	03_all_related_market_yes_buyers.csv	TRADE-001_all_related_market_yes_buyers.csv	01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/03_all_related_market_yes_buyers.csv	04_Standardized_Evidence/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/TRADE-001_all_related_market_yes_buyers.csv
01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/04_cross_market_wallet_summary.csv	8b472b85b042717c639e071b34879d6a2dd52ae104ea5e4d5cde3bfc65e7772e	23	TRADE-002	04_cross_market_wallet_summary.csv	TRADE-002_cross_market_yes_buyer_wallet_summary.csv	01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/04_cross_market_wallet_summary.csv	04_Standardized_Evidence/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/TRADE-002_cross_market_yes_buyer_wallet_summary.csv
01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/05_cross_market_yes_buyers_vs_uma.csv	c18d678e909f6b8525cf76df98d9ce3d9edc2bd8086a67a0b5dc98d389c27ee9	24	TRADE-003	05_cross_market_yes_buyers_vs_uma.csv	TRADE-003_cross_market_yes_buyers_vs_uma_direct_match_screen.csv	01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/05_cross_market_yes_buyers_vs_uma.csv	04_Standardized_Evidence/Trade History/step8_CROSS_MARKET_YES_BUYERS/cross_market_yes_buyer_outputs/TRADE-003_cross_market_yes_buyers_vs_uma_direct_match_screen.csv
01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_future_activity_repair_outputs/05_future_related_market_activity_v2.csv	26560e5e987eb39d8a0f44cfb1f193b40ad1a37ae7e457e98564cb1929ac3622	27	ACTIVITY-003	05_future_related_market_activity_v2.csv	ACTIVITY-003_future_related_market_activity_v2.csv	01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_future_activity_repair_outputs/05_future_related_market_activity_v2.csv	04_Standardized_Evidence/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_future_activity_repair_outputs/ACTIVITY-003_future_related_market_activity_v2.csv
01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_user_activity_outputs/04_user_activity_normalized.csv	795c1ab449f9f607dbe1e4fb34a32be879294e983b631d770a1696a5c185fdae	25	ACTIVITY-001	04_user_activity_normalized.csv	ACTIVITY-001_user_activity_normalized_target_market.csv	01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_user_activity_outputs/04_user_activity_normalized.csv	04_Standardized_Evidence/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_user_activity_outputs/ACTIVITY-001_user_activity_normalized_target_market.csv
01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_user_activity_outputs/05_target_market_activity.csv	795c1ab449f9f607dbe1e4fb34a32be879294e983b631d770a1696a5c185fdae	26	ACTIVITY-002	05_target_market_activity.csv	ACTIVITY-002_target_market_activity.csv	01_ORIGINAL_EVIDENCE/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_user_activity_outputs/05_target_market_activity.csv	04_Standardized_Evidence/Trade History/step8_CROSS_MARKET_YES_BUYERS/step8_user_activity_outputs/ACTIVITY-002_target_market_activity.csv
01_ORIGINAL_EVIDENCE/Trade History/step9b_asset_transfer/step9b_outputs_asset_transfers/00_step9b_run_summary.txt	0caac49fc2d2b018adeecc698f77fe9e3d31c7d8dd270c6dcabe6dedf58c3921	32	TRACE-001	00_step9b_run_summary.txt	TRACE-001_step9b_safe_transfer_trace_summary.txt	01_ORIGINAL_EVIDENCE/Trade History/step9b_asset_transfer/step9b_outputs_asset_transfers/00_step9b_run_summary.txt	04_Standardized_Evidence/Trade History/step9b_asset_transfer/step9b_outputs_asset_transfers/TRACE-001_step9b_safe_transfer_trace_summary.txt
01_ORIGINAL_EVIDENCE/Trade History/step9b_asset_transfer/step9b_outputs_asset_transfers/05_step9b_incoming_nonzero_edges_for_review.csv	32b5086315eb88c1ae3e6725d827dcde9e11a159454b5df4d862f36cdc7d71de	33	TRACE-002	05_step9b_incoming_nonzero_edges_for_review.csv	TRACE-002_step9b_incoming_nonzero_edges_for_review.csv	01_ORIGINAL_EVIDENCE/Trade History/step9b_asset_transfer/step9b_outputs_asset_transfers/05_step9b_incoming_nonzero_edges_for_review.csv	04_Standardized_Evidence/Trade History/step9b_asset_transfer/step9b_outputs_asset_transfers/TRACE-002_step9b_incoming_nonzero_edges_for_review.csv
01_ORIGINAL_EVIDENCE/Trade History/step9_ERC1155_TRANSFERS/step9_receipt_based_transfer_outputs/04_receipt_erc1155_transfers_normalized.csv	f513b022664b7e743b62a41b5579aacb0472a35c2ee76c00df6156ffcd684f32	28	CHAIN-001	04_receipt_erc1155_transfers_normalized.csv	CHAIN-001_receipt_erc1155_transfers_normalized.csv	01_ORIGINAL_EVIDENCE/Trade History/step9_ERC1155_TRANSFERS/step9_receipt_based_transfer_outputs/04_receipt_erc1155_transfers_normalized.csv	04_Standardized_Evidence/Trade History/step9_ERC1155_TRANSFERS/step9_receipt_based_transfer_outputs/CHAIN-001_receipt_erc1155_transfers_normalized.csv
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/aenews/Screenshot_2026-06-25-21-32-00-92_572064f74bd5f9fa804b05334aa4f912.jpg	9526da52380baf62167410bdbcf9442d19f43c8f7b4a7e5516607062138dc869	120	DCE-017	03_Screenshot_Context/Screenshot_2026-06-25-21-32-00-92_572064f74bd5f9fa804b05334aa4f912.jpg	DCE-017_Donk_thread_vote_argument_largest_NO_holder.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/aenews/Screenshot_2026-06-25-21-32-00-92_572064f74bd5f9fa804b05334aa4f912.jpg	04_Standardized_Evidence/UMA disputers coordinating/aenews/DCE-017_Donk_thread_vote_argument_largest_NO_holder.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/EVC-006_01_image-dbd98beb30ddb682.png	b4df64c790601905a6345e242b127f406107c12a871d23d131274f63c978587c	129	EVC-006	Assets/image-dbd98beb30ddb682.png	UMA disputers coordination/EVC-006_01_image-dbd98beb30ddb682.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/image-dbd98beb30ddb682.png	04_Standardized_Evidence/UMA disputers coordinating/EVC-006_01_image-dbd98beb30ddb682.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/EVC-006_02_image-82d4deb7c2c182c4.png	bb93da049f1b30c24c77ca682de8f8b5b1cf42e07425769972020d5cc7dae6f3	129	EVC-006	Assets/image-82d4deb7c2c182c4.png	UMA disputers coordination/EVC-006_02_image-82d4deb7c2c182c4.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/image-82d4deb7c2c182c4.png	04_Standardized_Evidence/UMA disputers coordinating/EVC-006_02_image-82d4deb7c2c182c4.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/EVC-006_03_Benni_UMA_Discord_owner_appearance-23df4b07753333f9.rar	a51d42a76c0febc73d6878426285c867bf4b6ee7297b4f178feca6c656924548	129	EVC-006	Assets/Benni_UMA_Discord_owner_appearance-23df4b07753333f9.rar	UMA disputers coordination/EVC-006_03_Benni_UMA_Discord_owner_appearance-23df4b07753333f9.rar	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Benni_UMA_Discord_owner_appearance-23df4b07753333f9.rar	04_Standardized_Evidence/UMA disputers coordinating/EVC-006_03_Benni_UMA_Discord_owner_appearance-23df4b07753333f9.rar
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/EVC-012_01_uma_perma_peace_deal_june_15_thread-5be3016ed216414a.txt	280022674e5702b8a9a1d37fc40002b939d16d61f76a8d54102b7123efb60dd4	135	EVC-012	Assets/uma_perma_peace_deal_june_15_thread-5be3016ed216414a.txt	UMA disputers coordination/EVC-012_01_uma_perma_peace_deal_june_15_thread-5be3016ed216414a.txt	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/uma_perma_peace_deal_june_15_thread-5be3016ed216414a.txt	04_Standardized_Evidence/UMA disputers coordinating/EVC-012_01_uma_perma_peace_deal_june_15_thread-5be3016ed216414a.txt
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/EVC-012_02_screencapture-oracle-uma-xyz-2026-06-16-12-a15f15c07ed09435.png	f78d9d44025862b302263f478b6248da9dcdc5d86d71480a13d7cfb794697710	135	EVC-012	Assets/screencapture-oracle-uma-xyz-2026-06-16-12-a15f15c07ed09435.png	UMA disputers coordination/EVC-012_02_screencapture-oracle-uma-xyz-2026-06-16-12-a15f15c07ed09435.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/screencapture-oracle-uma-xyz-2026-06-16-12-a15f15c07ed09435.png	04_Standardized_Evidence/UMA disputers coordinating/EVC-012_02_screencapture-oracle-uma-xyz-2026-06-16-12-a15f15c07ed09435.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/HLpHylzagAAbWDx.png	45e588852ee0c087069eaa5dcc1d468d44d9625792f3648703cf97a42a54d344	113	DCE-010	03_Screenshot_Context/HLpHylzagAAbWDx.png	DCE-010_Davy_Jones_UMA_tokens_force_it_through.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/HLpHylzagAAbWDx.png	04_Standardized_Evidence/UMA disputers coordinating/DCE-010_Davy_Jones_UMA_tokens_force_it_through.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/HLpICwha8AEY4tZ.png	917440dc050211ea21abba9d03938c580aeb53797976b9ca75c42f303d83eb11	114	DCE-011	03_Screenshot_Context/HLpICwha8AEY4tZ.png	DCE-011_borntoolate_other_whales_same_page.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/HLpICwha8AEY4tZ.png	04_Standardized_Evidence/UMA disputers coordinating/DCE-011_borntoolate_other_whales_same_page.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/image.png	6aa83497028adb5e501143af6eda1083cfabf596941840128b3b13f7388a6aea	115	DCE-012	03_Screenshot_Context/image.png	DCE-012_public_commentary_yes_whales_interim_mou.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/image.png	04_Standardized_Evidence/UMA disputers coordinating/DCE-012_public_commentary_yes_whales_interim_mou.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Screenshot 2026-06-25 225656.png	7eb27b1bdf0d3d8a7392d73c631602b1c44ff7dabecb3fc321a07f1b52c0ee03	116	DCE-013	03_Screenshot_Context/Screenshot 2026-06-25 225656.png	DCE-013_Verdit_X_post_UMA_token_holder_warning.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Screenshot 2026-06-25 225656.png	04_Standardized_Evidence/UMA disputers coordinating/DCE-013_Verdit_X_post_UMA_token_holder_warning.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Screenshot 2026-06-25 230359.png	335b9d49426d59da5a543dcd2453f560ea268e53caebcfe65702939251bbe14a	117	DCE-014	03_Screenshot_Context/Screenshot 2026-06-25 230359.png	DCE-014_borntoolate_message_context_search_result.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Screenshot 2026-06-25 230359.png	04_Standardized_Evidence/UMA disputers coordinating/DCE-014_borntoolate_message_context_search_result.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Screenshot 2026-06-26 114208.png	388a2ef8240031efb4f5a26e033a669bf41e425f0218f1311e5fa428640808a7	118	DCE-015	03_Screenshot_Context/Screenshot 2026-06-26 114208.png	DCE-015_borntoolate_fulfilled_my_part_agreement.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Screenshot 2026-06-26 114208.png	04_Standardized_Evidence/UMA disputers coordinating/DCE-015_borntoolate_fulfilled_my_part_agreement.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Screenshot 2026-06-26 114557.png	e83ba9e8a9383ce1332aa4de561e7853e6b437b2061a243d8905aa16c1115a86	119	DCE-016	03_Screenshot_Context/Screenshot 2026-06-26 114557.png	DCE-016_drespasmo_Lazarus_US_Iran_dispute_context.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Screenshot 2026-06-26 114557.png	04_Standardized_Evidence/UMA disputers coordinating/DCE-016_drespasmo_Lazarus_US_Iran_dispute_context.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Verdict (@GetVerdictHQ) _ X_files/HLpHylzagAAbWDx	45e588852ee0c087069eaa5dcc1d468d44d9625792f3648703cf97a42a54d344	113	DCE-010	03_Screenshot_Context/HLpHylzagAAbWDx.png	DCE-010_Davy_Jones_UMA_tokens_force_it_through.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Verdict (@GetVerdictHQ) _ X_files/HLpHylzagAAbWDx.png	04_Standardized_Evidence/UMA disputers coordinating/Verdict (@GetVerdictHQ) _ X_files/DCE-010_Davy_Jones_UMA_tokens_force_it_through.png
01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Verdict (@GetVerdictHQ) _ X_files/HLpICwha8AEY4tZ	917440dc050211ea21abba9d03938c580aeb53797976b9ca75c42f303d83eb11	114	DCE-011	03_Screenshot_Context/HLpICwha8AEY4tZ.png	DCE-011_borntoolate_other_whales_same_page.png	01_ORIGINAL_EVIDENCE/UMA disputers coordinating/Verdict (@GetVerdictHQ) _ X_files/HLpICwha8AEY4tZ.png	04_Standardized_Evidence/UMA disputers coordinating/Verdict (@GetVerdictHQ) _ X_files/DCE-011_borntoolate_other_whales_same_page.png
