Evidence ID,Evidence category,Original filenames,Standardized filenames,SHA-256 hash,Hash status,Verification status,Original preserved,Collection date,Source,Related market event,Confidentiality,Related evidence IDs,Notes
EVC-005,News and Goverment Sources,mou1-167abfbe90bd160c.jpeg,News and Goverment Sources/EVC-005_08_mou1-167abfbe90bd160c.jpeg,ff2becf49c03010d65c1182ee53e1eae03da02dbf7fec1983320a86a5a220bcf,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-005,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-005,News and Goverment Sources,mou2-e527094ff149f3f5.jpeg,News and Goverment Sources/EVC-005_09_mou2-e527094ff149f3f5.jpeg,bc7deece6d967cef0faf8954fc2c018451555324957f36497bd7dd16de4df5f2,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-005,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-005,News and Goverment Sources,mou3-7555921bb73506bc.jpeg,News and Goverment Sources/EVC-005_10_mou3-7555921bb73506bc.jpeg,6c16a9053b3b2f529ca291606f98421cc0d25ca08cf76c77c54d86de82cb7e30,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-005,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-005,News and Goverment Sources,2067562439948808366-6aa4b4500bb7b7b2,News and Goverment Sources/EVC-005_11_2067562439948808366-6aa4b4500bb7b7b2.png,6fbff0e9d84068bf5160c272d5457bac4d60c8d7bc0426e8a2182515f819afc0,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-005,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-006,UMA disputers coordination,image-dbd98beb30ddb682.png,UMA disputers coordination/EVC-006_01_image-dbd98beb30ddb682.png,b4df64c790601905a6345e242b127f406107c12a871d23d131274f63c978587c,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-006,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-006,UMA disputers coordination,image-82d4deb7c2c182c4.png,UMA disputers coordination/EVC-006_02_image-82d4deb7c2c182c4.png,bb93da049f1b30c24c77ca682de8f8b5b1cf42e07425769972020d5cc7dae6f3,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-006,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-006,UMA disputers coordination,Benni_UMA_Discord_owner_appearance-23df4b07753333f9.rar,UMA disputers coordination/EVC-006_03_Benni_UMA_Discord_owner_appearance-23df4b07753333f9.rar,a51d42a76c0febc73d6878426285c867bf4b6ee7297b4f178feca6c656924548,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-006,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-007,Trade History,image-cc785c9e02ccf7d9.png,Trade History/EVC-007_01_image-cc785c9e02ccf7d9.png,9c648fad6d1ac4c314633089b609b3264641ffa2967345341c61aa7b4a4a62b8,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-007,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-007,Trade History,image-4cae564b791be8ab.png,Trade History/EVC-007_02_image-4cae564b791be8ab.png,ae2129fb6e5ba4d0be76b9c9b47f70e0add5b50dedffd525ab2afe2b9fb65396,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-007,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-007,Trade History,image-ac0b79efd1165b13.png,Trade History/EVC-007_03_image-ac0b79efd1165b13.png,b4324dbc50f90ecb8f7082b1bfaf230e9401e964b0e5daba86f613207a9acb5c,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-007,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-007,Trade History,image-525ba283d6165a2f.png,Trade History/EVC-007_04_image-525ba283d6165a2f.png,6237bb55f8c1d4bb01b2ccf0366c1c0c8e9da417ca1f0922f1265c3047bebeaf,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-007,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-007,Trade History,image-8bbc2d9eb6d0993a.png,Trade History/EVC-007_05_image-8bbc2d9eb6d0993a.png,5b425bdfa9c0a152d5eb87c95f4134f3f8ff96eb5a05ec7ccfa965f068dcd65c,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-007,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,image0-4386278a36442e8c.jpg,Insider Trading News/EVC-008_01_image0-4386278a36442e8c.jpg,a1fd99535021db96b6c0b93cb1b5d2219d721c789cc9f54f506a094bf2dd757d,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,image0-02e670cd80f5b8e5.jpg,Insider Trading News/EVC-008_02_image0-02e670cd80f5b8e5.jpg,805c27c9bbc2ecadf5e1583240702c047a6cc12673270c3a2a3936fb494470b2,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,image0-7e9659a1d5c8a64c.jpg,Insider Trading News/EVC-008_03_image0-7e9659a1d5c8a64c.jpg,1fb749e19f7f94499270fdf6dd40b0aba29d41429a9317ebc916b63eb05b0bbb,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,image0-fd1b4d7f9a804c38.jpg,Insider Trading News/EVC-008_04_image0-fd1b4d7f9a804c38.jpg,c5147761cd9f822cc4de00abdb0c6dfd610e4b0f8e6803b14c763360c1bde81a,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,2C5867BF-F37B-4CE6-B39C-3CBF2B7B0B56-9625bd9d737af218.jpg,Insider Trading News/EVC-008_05_2C5867BF-F37B-4CE6-B39C-3CBF2B7B0B56-9625bd9d737af218.jpg,0441e520a184eb78c5a1059eeda6aa1b07fd1014c22222a0b669ce3e23f49c25,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,IMG_3478-fbb828b1cb7d3aeb.png,Insider Trading News/EVC-008_06_IMG_3478-fbb828b1cb7d3aeb.png,2b36930283c6c5d671b2b41d030c37274af938bc69b91780b3fc0d8c6cdd99c7,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,IMG_3477-6148232d1b947e41.png,Insider Trading News/EVC-008_07_IMG_3477-6148232d1b947e41.png,04704d631da9162893eab371afebd18b38af0d5c46ff0cb90f6ce8d00a401663,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,IMG_3476-c2d7895961d089ab.png,Insider Trading News/EVC-008_08_IMG_3476-c2d7895961d089ab.png,80bddbcd3ebda2d9d1cf7179afe128f5d0f4d182b8d31c7c235768fc390921e5,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-008,Insider Trading News,image-0d369a9e50bf8c0e.png,Insider Trading News/EVC-008_09_image-0d369a9e50bf8c0e.png,01b86508d5065ab530d823f8142a9bc0886a5078bced7f3fd60e6e620ec1e356,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-008,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-009,Insider Trading News,HLLTrB8aAAAyh5A-e39071187a5290cc.jpg_large,Insider Trading News/EVC-009_01_HLLTrB8aAAAyh5A-e39071187a5290cc.jpg_large,569a1ee12f646660f4952ce33ba39ec84c2fe3398bb480346d18536e2efd1340,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-009,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-009,Insider Trading News,HLKxQ77bcAAjuw5-c34c369fe55830ee.jpg_large,Insider Trading News/EVC-009_02_HLKxQ77bcAAjuw5-c34c369fe55830ee.jpg_large,d68e69254b0e713e2c5989e95c81acf4dd71583379154e45fd680802223b6a94,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-009,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-010,Polymarket Statements,Polymarket_-_US-Iran_peace_deal_-_objectio-0db6194abd29ad43.docx,Polymarket Statements/EVC-010_01_Polymarket_-_US-Iran_peace_deal_-_objectio-0db6194abd29ad43.docx,e22612dfe3f1c149266e710acbe9dd9a803a256bbf310dc294e5323000569772,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-010,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-011,Insider Trading News,Investigation_Report-3857a64b9ca49b13.md,Insider Trading News/EVC-011_01_Investigation_Report-3857a64b9ca49b13.md,e413e64778b0704b858799835ec777fb25a386f227836b7bebd750d82b19ab09,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-011,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-012,UMA disputers coordination,uma_perma_peace_deal_june_15_thread-5be3016ed216414a.txt,UMA disputers coordination/EVC-012_01_uma_perma_peace_deal_june_15_thread-5be3016ed216414a.txt,280022674e5702b8a9a1d37fc40002b939d16d61f76a8d54102b7123efb60dd4,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-012,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-012,UMA disputers coordination,screencapture-oracle-uma-xyz-2026-06-16-12-a15f15c07ed09435.png,UMA disputers coordination/EVC-012_02_screencapture-oracle-uma-xyz-2026-06-16-12-a15f15c07ed09435.png,f78d9d44025862b302263f478b6248da9dcdc5d86d71480a13d7cfb794697710,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-012,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-013,Trade History,image-7ce372636fe41498.png,Trade History/EVC-013_01_image-7ce372636fe41498.png,e034687fc156f96f24e174185347ec47fa827916e2b776ca265b354dd1b3cbc2,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-013,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-013,Trade History,image-54b8727d0b2fb06e.png,Trade History/EVC-013_02_image-54b8727d0b2fb06e.png,db758c71efaa1f30312af4c31428fbe01b9bebee3a932b745a2eb2eb16c3dd57,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-013,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-013,Trade History,image-ff15991947d38402.png,Trade History/EVC-013_03_image-ff15991947d38402.png,2c30d037c56d7075861acf3407d2a9e622deabc4bd366bfa8a63c54e66d59cce,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-013,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-013,Trade History,image-82bea94596e90bc1.png,Trade History/EVC-013_04_image-82bea94596e90bc1.png,7820750c755dc2ff4a5811f1e9b63b89e2b9a1c4a0db794a62c54327ef8498fc,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-013,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-013,Trade History,image-91ea74ac2cab894a.png,Trade History/EVC-013_05_image-91ea74ac2cab894a.png,ed19aa7251458f6d3824b38b426f57ce79ce1949b26230c9847da849aec1d693,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-013,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-014,Market Page,Screenshot_2026-06-21_at_14.48.41-664896eae72a7bf8.png,Market Page/EVC-014_01_Screenshot_2026-06-21_at_14.48.41-664896eae72a7bf8.png,e276f80a96323c96db0c49693ba27d6139501944f2e828b5cf5ee3d2a6963f39,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-014,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-015,Insider Trading News,2070179486335983686-42adcacf23bb83f3,Insider Trading News/EVC-015_01_2070179486335983686-42adcacf23bb83f3.png,f91f3c766d2689c2287384f996e4bbbca3598909048cb3ddc1327b70e19c3df0,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-015,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-015,Insider Trading News,2069501943551086870-c38b5c77f46b0fe9,Insider Trading News/EVC-015_02_2069501943551086870-c38b5c77f46b0fe9.png,bd17e350de2a43d8a02d09b0e7385a06c4afdbe7cee1a7a67c134cc86b294833,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-015,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-015,Insider Trading News,gettyimages-2283273999-7d0ad2ab680d884c.jpg,Insider Trading News/EVC-015_03_gettyimages-2283273999-7d0ad2ab680d884c.jpg,2f38f92e6d37d07613f7a49241f07111cb9ebc0fcaa7d81ca1d4da973a682d56,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-015,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-015,Insider Trading News,2070556848311222575-895321ab2d7ab9b5,Insider Trading News/EVC-015_04_2070556848311222575-895321ab2d7ab9b5.png,0a97de83bf4d52279e8b261a8a4aca95fd82e9c065a4b823188fa397eb2e704f,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-015,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
EVC-015,Insider Trading News,2069436413599465776-b6a5066f2de44b2d,Insider Trading News/EVC-015_05_2069436413599465776-b6a5066f2de44b2d.png,9a910d009cdda648120e245b4f654a530ec11428d36941d0fcf369f5d5683223,Exact SHA-256,"Preserved file, hash calculated",True,unknown,Discord evidence channel export / organized evidence-channel asset package,unknown,Internal,EVC-015,Added from evidence_channel_organized_hash_manifest.csv. Category inferred from organized folder path; hash copied unchanged from source manifest.
